Rk,G,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,PLAYOFF,LEAGUE,SERIES,INDEX,NAME,G#
7,7,1996-11-13,23-144,SAS,HOME,LAL,W (+12),0,8:57,0,1,.000,0,0,,0,0,,0,0,0,1,1,0,2,2,0,-1.8,,N,NBA,,alexaco01,Cory Alexander,
8,8,1996-11-15,23-146,SAS,HOME,IND,L (-15),0,19:16,5,8,.625,2,5,.400,3,4,.750,0,0,0,7,2,0,2,2,15,15.1,,N,NBA,,alexaco01,Cory Alexander,
9,9,1996-11-17,23-148,SAS,HOME,GSW,L (-10),0,7:39,2,6,.333,1,4,.250,0,0,,0,0,0,2,2,0,1,0,5,4.0,,N,NBA,,alexaco01,Cory Alexander,
10,10,1996-11-20,23-151,SAS,HOME,LAC,L (-12),0,5:44,0,2,.000,0,2,.000,0,0,,0,0,0,1,0,0,0,0,0,-0.7,,N,NBA,,alexaco01,Cory Alexander,
11,11,1996-11-22,23-153,SAS,AWAY,LAL,L (-10),0,5:24,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,2,1,2,-2.1,,N,NBA,,alexaco01,Cory Alexander,
12,12,1996-11-24,23-155,SAS,AWAY,VAN,L (-5),0,4:50,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,2,0,0,-3.4,,N,NBA,,alexaco01,Cory Alexander,
13,,1996-11-26,23-157,SAS,AWAY,DAL,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
14,13,1996-11-27,23-158,SAS,HOME,POR,L (-11),0,8:41,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1.0,,N,NBA,,alexaco01,Cory Alexander,
15,,1996-11-30,23-161,SAS,HOME,CHI,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
16,14,1996-12-04,23-165,SAS,HOME,PHI,W (+10),0,11:36,2,4,.500,0,0,,1,4,.250,1,1,2,2,1,0,0,5,5,3.2,,N,NBA,,alexaco01,Cory Alexander,
17,15,1996-12-06,23-167,SAS,HOME,VAN,L (-16),0,5:14,1,3,.333,0,0,,0,0,,0,0,0,0,1,0,1,1,2,-0.1,,N,NBA,,alexaco01,Cory Alexander,
18,16,1996-12-08,23-169,SAS,AWAY,GSW,L (-26),0,7:50,1,3,.333,1,3,.333,1,2,.500,0,0,0,0,0,0,1,1,4,0.5,,N,NBA,,alexaco01,Cory Alexander,
19,17,1996-12-10,23-171,SAS,AWAY,PHO,L (-17),0,14:26,3,7,.429,3,4,.750,0,0,,1,0,1,1,2,0,2,3,9,5.5,,N,NBA,,alexaco01,Cory Alexander,
20,18,1996-12-12,23-173,SAS,AWAY,LAC,L (-3),0,9:06,0,0,,0,0,,0,0,,0,2,2,0,1,0,0,0,0,1.6,,N,NBA,,alexaco01,Cory Alexander,
21,19,1996-12-14,23-175,SAS,HOME,DAL,W (+1),0,11:57,1,3,.333,0,1,.000,0,0,,0,1,1,3,1,0,1,1,2,2.3,,N,NBA,,alexaco01,Cory Alexander,
22,20,1996-12-19,23-180,SAS,AWAY,HOU,W (+14),0,12:59,1,3,.333,0,1,.000,1,2,.500,0,1,1,2,0,0,0,0,3,2.6,,N,NBA,,alexaco01,Cory Alexander,
23,21,1996-12-21,23-182,SAS,HOME,PHO,W (+13),0,3:56,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,,N,NBA,,alexaco01,Cory Alexander,
24,22,1996-12-23,23-184,SAS,HOME,MIA,L (-11),0,9:51,1,3,.333,0,1,.000,0,0,,0,0,0,2,0,0,2,3,2,-1.5,,N,NBA,,alexaco01,Cory Alexander,
25,23,1996-12-26,23-187,SAS,AWAY,SEA,L (-8),0,16:30,1,6,.167,0,5,.000,1,2,.500,0,2,2,2,0,0,1,1,3,-0.6,,N,NBA,,alexaco01,Cory Alexander,
26,24,1996-12-29,23-190,SAS,AWAY,POR,L (-24),0,20:07,5,8,.625,1,2,.500,2,3,.667,0,6,6,6,2,0,3,2,13,13.2,,N,NBA,,alexaco01,Cory Alexander,
27,25,1996-12-30,23-191,SAS,AWAY,VAN,W (+7),0,5:16,1,3,.333,1,1,1.000,0,0,,1,0,1,0,1,0,0,0,3,3.0,,N,NBA,,alexaco01,Cory Alexander,
28,26,1997-01-02,23-194,SAS,HOME,UTA,W (+3),0,13:00,2,7,.286,0,3,.000,1,2,.500,0,3,3,3,1,0,1,1,5,3.1,,N,NBA,,alexaco01,Cory Alexander,
29,27,1997-01-03,23-195,SAS,AWAY,DEN,W (+2),0,14:18,4,7,.571,2,2,1.000,1,2,.500,1,0,1,0,0,0,0,1,11,7.6,,N,NBA,,alexaco01,Cory Alexander,
30,28,1997-01-05,23-197,SAS,HOME,LAC,L (-9),0,10:56,0,4,.000,0,0,,2,2,1.000,0,1,1,1,2,1,3,3,2,-1.3,,N,NBA,,alexaco01,Cory Alexander,
31,29,1997-01-07,23-199,SAS,AWAY,NJN,L (-16),0,17:10,3,7,.429,0,2,.000,3,6,.500,0,1,1,4,1,1,4,1,9,4.5,,N,NBA,,alexaco01,Cory Alexander,
32,30,1997-01-08,23-200,SAS,AWAY,BOS,L (-24),0,15:57,2,4,.500,0,1,.000,3,4,.750,0,0,0,0,1,0,2,3,7,2.4,,N,NBA,,alexaco01,Cory Alexander,
33,31,1997-01-10,23-202,SAS,AWAY,DET,L (-6),0,17:57,5,8,.625,4,6,.667,4,4,1.000,0,0,0,5,0,0,3,4,18,13.3,,N,NBA,,alexaco01,Cory Alexander,
34,32,1997-01-11,23-203,SAS,AWAY,ATL,L (-5),0,7:05,0,3,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,-3.1,,N,NBA,,alexaco01,Cory Alexander,
35,33,1997-01-15,23-207,SAS,HOME,NYK,L (-17),0,11:50,3,3,1.000,2,2,1.000,2,4,.500,0,0,0,2,0,0,4,2,10,4.9,,N,NBA,,alexaco01,Cory Alexander,
36,34,1997-01-17,23-209,SAS,HOME,SAC,W (+20),0,15:36,2,3,.667,0,1,.000,2,4,.500,1,3,4,3,1,0,0,4,6,7.0,,N,NBA,,alexaco01,Cory Alexander,
37,35,1997-01-20,23-212,SAS,AWAY,MIN,L (-13),0,24:23,0,4,.000,0,1,.000,4,4,1.000,1,1,2,6,0,0,2,3,4,3.2,,N,NBA,,alexaco01,Cory Alexander,
38,36,1997-01-22,23-214,SAS,HOME,NJN,L (-8),0,4:16,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,,N,NBA,,alexaco01,Cory Alexander,
39,37,1997-01-24,23-216,SAS,HOME,DAL,W (+10),0,4:56,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0.3,,N,NBA,,alexaco01,Cory Alexander,
40,38,1997-01-26,23-218,SAS,AWAY,MIL,L (-18),0,7:03,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,3,1,0,-3.4,,N,NBA,,alexaco01,Cory Alexander,
41,39,1997-01-29,23-221,SAS,HOME,LAL,L (-7),0,8:45,0,0,,0,0,,1,2,.500,0,0,0,0,0,1,2,1,1,-1.1,,N,NBA,,alexaco01,Cory Alexander,
42,40,1997-01-31,23-223,SAS,HOME,MIN,L (-2),0,7:56,0,0,,0,0,,0,0,,1,1,2,1,2,2,1,0,0,4.1,,N,NBA,,alexaco01,Cory Alexander,
43,41,1997-02-03,23-226,SAS,HOME,SAC,L (-6),0,9:09,0,0,,0,0,,0,0,,0,0,0,3,1,0,1,2,0,1.3,,N,NBA,,alexaco01,Cory Alexander,
44,42,1997-02-05,23-228,SAS,AWAY,PHI,L (-16),0,20:59,7,14,.500,2,5,.400,0,0,,5,1,6,2,0,0,4,0,16,10.2,,N,NBA,,alexaco01,Cory Alexander,
45,43,1997-02-06,23-229,SAS,AWAY,NYK,L (-12),0,13:55,4,6,.667,4,5,.800,2,4,.500,0,1,1,0,3,0,0,0,14,13.9,,N,NBA,,alexaco01,Cory Alexander,
46,44,1997-02-11,23-234,SAS,AWAY,DAL,W (+14),0,10:45,2,3,.667,1,2,.500,0,1,.000,0,0,0,2,0,0,0,1,5,4.3,,N,NBA,,alexaco01,Cory Alexander,
47,45,1997-02-12,23-235,SAS,HOME,VAN,L (-5),0,15:21,4,7,.571,3,5,.600,0,0,,0,1,1,4,1,0,0,3,11,10.6,,N,NBA,,alexaco01,Cory Alexander,
48,46,1997-02-14,23-237,SAS,HOME,GSW,L (-14),0,23:33,6,11,.545,2,4,.500,1,1,1.000,3,1,4,1,1,0,4,2,15,9.0,,N,NBA,,alexaco01,Cory Alexander,
49,47,1997-02-15,23-238,SAS,HOME,ATL,L (-20),0,17:33,1,3,.333,1,1,1.000,0,0,,0,0,0,4,0,0,2,0,3,2.1,,N,NBA,,alexaco01,Cory Alexander,
50,48,1997-02-18,23-241,SAS,AWAY,UTA,L (-8),0,13:52,3,6,.500,3,5,.600,2,2,1.000,0,1,1,1,0,1,2,5,11,5.7,,N,NBA,,alexaco01,Cory Alexander,
51,49,1997-02-19,23-242,SAS,HOME,TOR,L (-33),0,23:16,1,5,.200,1,5,.200,2,2,1.000,1,2,3,3,0,0,2,3,5,2.1,,N,NBA,,alexaco01,Cory Alexander,
52,50,1997-02-21,23-244,SAS,HOME,MIL,W (+5),0,10:45,1,2,.500,0,0,,1,2,.500,0,1,1,3,0,0,0,0,3,4.0,,N,NBA,,alexaco01,Cory Alexander,
53,51,1997-02-23,23-246,SAS,AWAY,HOU,L (-10),0,10:06,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,1,0,-2.5,,N,NBA,,alexaco01,Cory Alexander,
54,52,1997-02-24,23-247,SAS,HOME,CHH,L (-12),0,7:18,0,0,,0,0,,0,0,,0,0,0,0,2,0,1,1,0,0.6,,N,NBA,,alexaco01,Cory Alexander,
55,53,1997-02-26,23-249,SAS,HOME,MIN,L (-19),0,18:26,1,8,.125,1,2,.500,0,0,,1,0,1,2,5,0,2,0,3,2.9,,N,NBA,,alexaco01,Cory Alexander,
56,54,1997-02-28,23-251,SAS,AWAY,ORL,L (-21),0,20:54,2,8,.250,2,4,.500,0,0,,0,2,2,4,0,1,5,3,6,-0.9,,N,NBA,,alexaco01,Cory Alexander,
57,55,1997-03-02,23-253,SAS,AWAY,MIA,L (-7),0,10:48,0,2,.000,0,1,.000,0,0,,0,2,2,3,0,0,0,0,0,1.3,,N,NBA,,alexaco01,Cory Alexander,
58,56,1997-03-04,23-255,SAS,AWAY,CHH,L (-7),0,21:20,4,8,.500,2,3,.667,3,4,.750,1,2,3,3,0,0,1,4,13,9.4,,N,NBA,,alexaco01,Cory Alexander,
59,57,1997-03-05,23-256,SAS,AWAY,CHI,L (-42),0,25:09,2,9,.222,1,3,.333,1,1,1.000,2,1,3,4,3,0,3,4,6,3.4,,N,NBA,,alexaco01,Cory Alexander,
60,58,1997-03-07,23-258,SAS,AWAY,TOR,W (+3),0,22:34,6,8,.750,3,4,.750,3,3,1.000,0,0,0,5,0,1,1,3,18,16.8,,N,NBA,,alexaco01,Cory Alexander,
61,59,1997-03-08,23-259,SAS,AWAY,IND,W (+4),0,16:46,1,6,.167,1,1,1.000,0,0,,1,1,2,2,1,0,0,0,3,2.6,,N,NBA,,alexaco01,Cory Alexander,
62,60,1997-03-11,23-262,SAS,HOME,HOU,L (-24),0,20:50,3,10,.300,0,5,.000,0,0,,0,1,1,3,1,1,0,5,6,2.3,,N,NBA,,alexaco01,Cory Alexander,
63,61,1997-03-14,23-265,SAS,HOME,BOS,W (+11),1,46:56,7,16,.438,5,9,.556,3,4,.750,0,7,7,10,2,0,4,4,22,18.7,,N,NBA,,alexaco01,Cory Alexander,
64,62,1997-03-15,23-266,SAS,AWAY,DEN,L (-16),1,48:00,8,14,.571,2,7,.286,0,0,,1,3,4,9,1,0,1,2,18,18.5,,N,NBA,,alexaco01,Cory Alexander,
65,63,1997-03-17,23-268,SAS,HOME,WSB,L (-24),1,48:00,9,17,.529,6,9,.667,0,0,,0,3,3,10,4,0,4,1,24,23.2,,N,NBA,,alexaco01,Cory Alexander,
66,64,1997-03-20,23-271,SAS,AWAY,PHO,L (-7),1,46:42,9,15,.600,5,8,.625,3,3,1.000,1,4,5,6,0,1,3,5,26,20.9,,N,NBA,,alexaco01,Cory Alexander,
67,65,1997-03-21,23-272,SAS,AWAY,SAC,L (-4),1,48:47,6,13,.462,2,5,.400,2,4,.500,1,3,4,11,2,0,2,5,16,15.8,,N,NBA,,alexaco01,Cory Alexander,
68,66,1997-03-23,23-274,SAS,AWAY,LAC,L (-15),1,40:56,5,18,.278,2,10,.200,4,4,1.000,0,2,2,10,3,0,7,4,16,7.4,,N,NBA,,alexaco01,Cory Alexander,
69,67,1997-03-25,23-276,SAS,HOME,CLE,W (+5),0,34:02,0,4,.000,0,3,.000,4,4,1.000,0,3,3,4,1,2,2,0,4,5.3,,N,NBA,,alexaco01,Cory Alexander,
70,68,1997-03-27,23-278,SAS,HOME,ORL,W (+4),0,27:53,1,5,.200,1,5,.200,1,2,.500,0,1,1,6,1,1,3,2,4,2.9,,N,NBA,,alexaco01,Cory Alexander,
71,69,1997-03-29,23-280,SAS,HOME,UTA,L (-13),0,28:59,5,15,.333,1,5,.200,5,6,.833,0,0,0,5,3,0,4,5,16,7.6,,N,NBA,,alexaco01,Cory Alexander,
72,70,1997-04-02,23-284,SAS,HOME,DET,L (-7),0,23:44,3,8,.375,1,5,.200,0,0,,0,1,1,5,1,1,4,2,7,3.3,,N,NBA,,alexaco01,Cory Alexander,
73,71,1997-04-04,23-286,SAS,AWAY,LAL,W (+11),0,22:51,3,6,.500,1,3,.333,2,2,1.000,0,3,3,7,0,0,2,3,9,8.6,,N,NBA,,alexaco01,Cory Alexander,
74,72,1997-04-05,23-287,SAS,AWAY,GSW,L (-17),0,25:24,3,6,.500,1,3,.333,2,3,.667,0,1,1,10,0,0,3,1,9,9.5,,N,NBA,,alexaco01,Cory Alexander,
75,73,1997-04-07,23-289,SAS,AWAY,UTA,L (-23),0,35:04,7,13,.538,5,9,.556,5,6,.833,1,1,2,5,0,0,4,3,24,16.6,,N,NBA,,alexaco01,Cory Alexander,
76,74,1997-04-08,23-290,SAS,HOME,DEN,W (+6),0,33:33,7,19,.368,1,5,.200,0,0,,1,5,6,9,4,0,2,3,15,13.8,,N,NBA,,alexaco01,Cory Alexander,
77,75,1997-04-10,23-292,SAS,HOME,POR,L (-17),0,28:34,3,10,.300,3,8,.375,1,1,1.000,0,3,3,4,2,0,2,3,10,6.7,,N,NBA,,alexaco01,Cory Alexander,
78,76,1997-04-12,23-294,SAS,HOME,SEA,L (-5),0,25:44,5,12,.417,3,7,.429,2,3,.667,0,0,0,5,2,0,5,3,15,7.5,,N,NBA,,alexaco01,Cory Alexander,
79,77,1997-04-14,23-296,SAS,AWAY,SAC,L (-14),0,27:08,2,12,.167,1,9,.111,2,2,1.000,1,1,2,3,4,0,3,2,7,2.7,,N,NBA,,alexaco01,Cory Alexander,
80,78,1997-04-15,23-297,SAS,AWAY,SEA,L (-20),0,27:32,3,9,.333,2,7,.286,1,2,.500,0,0,0,10,1,0,3,4,9,6.9,,N,NBA,,alexaco01,Cory Alexander,
81,79,1997-04-18,23-300,SAS,HOME,PHO,L (-11),0,28:11,5,14,.357,4,9,.444,0,0,,0,1,1,2,4,1,3,4,14,8.0,,N,NBA,,alexaco01,Cory Alexander,
82,80,1997-04-20,23-302,SAS,HOME,HOU,L (-4),0,32:13,3,11,.273,0,8,.000,6,6,1.000,0,3,3,7,1,1,2,1,12,10.6,,N,NBA,,alexaco01,Cory Alexander,
1,1,1997-10-31,24-131,SAS,AWAY,DEN,W (+11),0,15:38,0,3,.000,0,0,,4,4,1.000,0,1,1,2,0,0,0,0,4,3.6,,N,NBA,,alexaco01,Cory Alexander,
2,2,1997-11-01,24-132,SAS,HOME,CLE,W (+3),0,10:25,0,1,.000,0,1,.000,1,2,.500,0,0,0,2,0,0,3,2,1,-2.5,,N,NBA,,alexaco01,Cory Alexander,
3,3,1997-11-03,24-134,SAS,AWAY,CHI,L (-4),0,13:16,0,2,.000,0,1,.000,0,0,,0,1,1,4,0,0,2,1,0,-0.7,,N,NBA,,alexaco01,Cory Alexander,
4,4,1997-11-05,24-136,SAS,HOME,VAN,W (+8),0,17:51,1,4,.250,0,1,.000,0,0,,0,4,4,4,2,0,1,1,2,4.2,,N,NBA,,alexaco01,Cory Alexander,
5,5,1997-11-08,24-139,SAS,HOME,UTA,W (+7),1,23:36,4,8,.500,0,2,.000,0,0,,0,2,2,0,0,0,2,6,8,0.2,,N,NBA,,alexaco01,Cory Alexander,
6,6,1997-11-10,24-141,SAS,AWAY,TOR,W (+2),0,19:05,0,3,.000,0,1,.000,0,0,,1,0,1,2,2,0,5,3,0,-4.2,,N,NBA,,alexaco01,Cory Alexander,
7,,1997-11-11,24-142,SAS,AWAY,MIN,W (+1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
8,7,1997-11-13,24-144,SAS,HOME,LAL,L (-9),0,4:56,0,0,,0,0,,0,0,,0,0,0,2,0,0,1,0,0,0.4,,N,NBA,,alexaco01,Cory Alexander,
9,,1997-11-15,24-146,SAS,HOME,MIN,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,N,NBA,,alexaco01,Cory Alexander,
10,8,1997-11-19,24-150,SAS,HOME,GSW,W (+21),0,21:33,3,8,.375,1,3,.333,3,4,.750,0,4,4,2,1,0,1,3,10,6.6,,N,NBA,,alexaco01,Cory Alexander,
11,9,1997-11-21,24-152,SAS,AWAY,SEA,L (-20),0,22:42,4,10,.400,2,4,.500,0,1,.000,0,2,2,1,2,1,2,0,10,6.2,,N,NBA,,alexaco01,Cory Alexander,
12,10,1997-11-22,24-153,SAS,AWAY,UTA,L (-29),0,21:51,5,8,.625,1,3,.333,2,2,1.000,0,0,0,3,0,1,3,3,13,8.0,,N,NBA,,alexaco01,Cory Alexander,
13,11,1997-11-25,24-156,SAS,AWAY,DAL,W (+11),1,23:53,7,11,.636,3,4,.750,0,0,,0,3,3,3,2,0,5,0,17,12.1,,N,NBA,,alexaco01,Cory Alexander,
14,12,1997-11-26,24-157,SAS,HOME,WAS,L (-4),1,25:56,5,11,.455,2,5,.400,2,2,1.000,0,4,4,5,0,0,0,4,14,11.4,,N,NBA,,alexaco01,Cory Alexander,
15,13,1997-11-29,24-160,SAS,HOME,DAL,W (+9),0,18:30,2,5,.400,1,4,.250,3,4,.750,0,0,0,1,1,0,1,4,8,4.0,,N,NBA,,alexaco01,Cory Alexander,
16,14,1997-11-30,24-161,SAS,AWAY,ATL,L (-12),0,20:50,3,7,.429,2,4,.500,0,0,,0,1,1,5,1,1,2,1,8,7.4,,N,NBA,,alexaco01,Cory Alexander,
17,15,1997-12-02,24-163,SAS,HOME,NYK,W (+6),0,9:37,0,0,,0,0,,1,2,.500,0,1,1,3,1,0,0,0,1,4.0,,N,NBA,,alexaco01,Cory Alexander,
18,16,1997-12-04,24-165,SAS,AWAY,LAC,L (-4),0,12:00,1,2,.500,1,2,.500,0,0,,0,0,0,0,1,0,0,1,3,2.6,,N,NBA,,alexaco01,Cory Alexander,
19,17,1997-12-05,24-166,SAS,AWAY,LAL,L (-10),0,24:51,5,9,.556,2,5,.400,0,0,,2,1,3,4,1,0,2,6,12,8.8,,N,NBA,,alexaco01,Cory Alexander,
20,18,1997-12-09,24-170,SAS,AWAY,HOU,L (-30),0,21:10,1,7,.143,1,2,.500,2,2,1.000,0,1,1,2,0,0,2,1,5,-0.2,,N,NBA,,alexaco01,Cory Alexander,
21,19,1997-12-10,24-171,SAS,HOME,LAC,W (+15),0,4:16,0,0,,0,0,,2,2,1.000,0,2,2,1,0,0,0,0,2,3.3,,N,NBA,,alexaco01,Cory Alexander,
22,20,1997-12-13,24-174,SAS,HOME,ORL,W (+29),0,15:53,3,3,1.000,0,0,,0,0,,0,1,1,5,1,0,2,0,6,7.9,,N,NBA,,alexaco01,Cory Alexander,
